year,classification_rating,rating,keywords,stars,user_reviews,critic_reviews,metascore,cast_number,budget,revenue,opening_weekend,longitud,imdb_url,Film,url_tried,url_used,found,error,film_key_from_url_tried,film_key_from_url_used,film_key_from_url,film_key_from_name,name_only,film_key
1940.0,,7.4,"['Drama', 'Romance']",['Bette DavisCharles BoyerJeffrey Lynn'],81,21.0,,53,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0032194/,"All This, and Heaven Too",https://letterboxd.com/film/all-this-and-heaven-too-1940,https://letterboxd.com/film/all-this-and-heaven-too,True,,all-this-and-heaven-too-1940,all-this-and-heaven-too,all-this-and-heaven-too-1940,all-this-and-heaven-too-1940,all-this-and-heaven-too,all-this-and-heaven-too-1940
1940.0,,7.4,"['Spy', 'Action', 'Drama', 'Romance', 'Thriller', 'War']",['Joel McCreaLaraine DayHerbert Marshall'],195,80.0,89.0,99+,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0032484/,Foreign Correspondent,https://letterboxd.com/film/foreign-correspondent-1940,https://letterboxd.com/film/foreign-correspondent,True,,foreign-correspondent-1940,foreign-correspondent,foreign-correspondent-1940,foreign-correspondent-1940,foreign-correspondent,foreign-correspondent-1940
1940.0,,8.1,"['Period Drama', 'Tragedy', 'Drama']",['Henry FondaJane DarwellJohn Carradine'],469,101.0,96.0,99+,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0032551/,The Grapes of Wrath,https://letterboxd.com/film/the-grapes-of-wrath-1940,https://letterboxd.com/film/the-grapes-of-wrath,True,,the-grapes-of-wrath-1940,the-grapes-of-wrath,the-grapes-of-wrath-1940,the-grapes-of-wrath-1940,the-grapes-of-wrath,the-grapes-of-wrath-1940
1940.0,,8.4,"['Dark Comedy', 'Parody', 'Political Drama', 'Satire', 'Slapstick', 'Comedy', 'Drama', 'War']",['Charles ChaplinPaulette GoddardJack Oakie'],362,128.0,,77,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0032553/,The Great Dictator,https://letterboxd.com/film/the-great-dictator-1940,https://letterboxd.com/film/the-great-dictator,True,,the-great-dictator-1940,the-great-dictator,the-great-dictator-1940,the-great-dictator-1940,the-great-dictator,the-great-dictator-1940
1940.0,,6.9,"['Drama', 'Romance']",['Ginger RogersDennis MorganJames Craig'],60,26.0,55.0,80,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0032671/,Kitty Foyle,https://letterboxd.com/film/kitty-foyle-1940,https://letterboxd.com/film/kitty-foyle,True,,kitty-foyle-1940,kitty-foyle,kitty-foyle-1940,kitty-foyle-1940,kitty-foyle,kitty-foyle-1940
1940.0,,7.5,"['Film Noir', 'Crime', 'Drama', 'Mystery', 'Romance']",['Bette DavisHerbert MarshallJames Stephenson'],156,67.0,84.0,38,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0032701/,The Letter,https://letterboxd.com/film/the-letter-1940,https://letterboxd.com/film/the-letter,True,,the-letter-1940,the-letter,the-letter-1940,the-letter-1940,the-letter,the-letter-1940
1940.0,,6.9,"['Drama', 'War']",['John WayneThomas MitchellIan Hunter'],58,30.0,,47,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0032728/,The Long Voyage Home,https://letterboxd.com/film/the-long-voyage-home-1940,https://letterboxd.com/film/the-long-voyage-home,True,,the-long-voyage-home-1940,the-long-voyage-home,the-long-voyage-home-1940,the-long-voyage-home-1940,the-long-voyage-home,the-long-voyage-home-1940
1940.0,,6.5,"['Drama', 'Family', 'Romance']",['William HoldenMartha ScottFay Bainter'],74,21.0,,27,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0032881/,Our Town,https://letterboxd.com/film/our-town-1940,https://letterboxd.com/film/our-town,True,,our-town-1940,our-town,our-town-1940,our-town-1940,our-town,our-town-1940
1940.0,,7.8,"['Farce', 'Screwball Comedy', 'Comedy', 'Romance']",['Cary GrantKatharine HepburnJames Stewart'],296,87.0,96.0,38,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0032904/,The Philadelphia Story,https://letterboxd.com/film/the-philadelphia-story-1940,https://letterboxd.com/film/the-philadelphia-story,True,,the-philadelphia-story-1940,the-philadelphia-story,the-philadelphia-story-1940,the-philadelphia-story-1940,the-philadelphia-story,the-philadelphia-story-1940
1941.0,,7.7,"['Coming-of-Age', 'Period Drama', 'Drama', 'Family']","[""Walter PidgeonMaureen O'HaraAnna Lee""]",201,85.0,88.0,91,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0033729/,How Green Was My Valley,https://letterboxd.com/film/how-green-was-my-valley-1941,https://letterboxd.com/film/how-green-was-my-valley,True,,how-green-was-my-valley-1941,how-green-was-my-valley,how-green-was-my-valley-1941,how-green-was-my-valley-1941,how-green-was-my-valley,how-green-was-my-valley-1941
1941.0,,6.9,"['Biography', 'Drama', 'Romance']",['Greer GarsonWalter PidgeonFelix Bressart'],38,16.0,,99+,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0033407/,Blossoms in the Dust,https://letterboxd.com/film/blossoms-in-the-dust-1941,https://letterboxd.com/film/blossoms-in-the-dust,True,,blossoms-in-the-dust-1941,blossoms-in-the-dust,blossoms-in-the-dust-1941,blossoms-in-the-dust-1941,blossoms-in-the-dust,blossoms-in-the-dust-1941
1941.0,,8.2,"['Epic', 'Period Drama', 'Tragedy', 'Drama', 'Mystery']",['Joseph CottenDorothy ComingoreAgnes Moorehead'],1.7K,224.0,100.0,99+,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0033467/,Citizen Kane,https://letterboxd.com/film/citizen-kane-1941,https://letterboxd.com/film/citizen-kane,True,,citizen-kane-1941,citizen-kane,citizen-kane-1941,citizen-kane-1941,citizen-kane,citizen-kane-1941
1941.0,,7.5,"['Body Swap Comedy', 'Comedy', 'Fantasy', 'Romance']",['Robert MontgomeryEvelyn KeyesClaude Rains'],77,42.0,63.0,55,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0033712/,Here Comes Mr. Jordan,https://letterboxd.com/film/here-comes-mr-jordan-1941,https://letterboxd.com/film/here-comes-mr-jordan,True,,here-comes-mr-jordan-1941,here-comes-mr-jordan,here-comes-mr-jordan-1941,here-comes-mr-jordan-1941,here-comes-mr-jordan,here-comes-mr-jordan-1941
1941.0,,7.3,"['Drama', 'Romance']",['Charles BoyerOlivia de HavillandPaulette Goddard'],39,31.0,79.0,63,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0033722/,Hold Back the Dawn,https://letterboxd.com/film/hold-back-the-dawn-1941,https://letterboxd.com/film/hold-back-the-dawn,True,,hold-back-the-dawn-1941,hold-back-the-dawn,hold-back-the-dawn-1941,hold-back-the-dawn-1941,hold-back-the-dawn,hold-back-the-dawn-1941
1941.0,,7.9,"['Drama', 'Romance']",['Bette DavisHerbert MarshallTeresa Wright'],149,39.0,,34,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0033836/,The Little Foxes,https://letterboxd.com/film/the-little-foxes-1941,https://letterboxd.com/film/the-little-foxes,True,,the-little-foxes-1941,the-little-foxes,the-little-foxes-1941,the-little-foxes-1941,the-little-foxes,the-little-foxes-1941
1941.0,,7.9,"['Film Noir', 'Hard-boiled Detective', 'Crime', 'Drama', 'Mystery', 'Romance']",['Humphrey BogartMary AstorGladys George'],512,172.0,97.0,22,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0033870/,The Maltese Falcon,https://letterboxd.com/film/the-maltese-falcon-1941,https://letterboxd.com/film/the-maltese-falcon-1941,True,,the-maltese-falcon-1941,the-maltese-falcon-1941,the-maltese-falcon-1941,the-maltese-falcon-1941,the-maltese-falcon,the-maltese-falcon-1941
1941.0,,6.6,"['Biography', 'Drama', 'Romance']",['Fredric MarchMartha ScottBeulah Bondi'],51,10.0,,87,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0033980/,One Foot in Heaven,https://letterboxd.com/film/one-foot-in-heaven-1941,https://letterboxd.com/film/one-foot-in-heaven,True,,one-foot-in-heaven-1941,one-foot-in-heaven,one-foot-in-heaven-1941,one-foot-in-heaven-1941,one-foot-in-heaven,one-foot-in-heaven-1941
1941.0,,7.7,"['Biography', 'Drama', 'History', 'Romance', 'War']",['Gary CooperWalter BrennanJoan Leslie'],141,46.0,,99+,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0034167/,Sergeant York,https://letterboxd.com/film/sergeant-york-1941,https://letterboxd.com/film/sergeant-york,True,,sergeant-york-1941,sergeant-york,sergeant-york-1941,sergeant-york-1941,sergeant-york,sergeant-york-1941
1941.0,,7.2,"['Film Noir', 'Whodunnit', 'Drama', 'Mystery', 'Thriller']",['Cary GrantJoan FontaineCedric Hardwicke'],267,116.0,74.0,41,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0034248/,Suspicion,https://letterboxd.com/film/suspicion-1941,https://letterboxd.com/film/suspicion,True,,suspicion-1941,suspicion,suspicion-1941,suspicion-1941,suspicion,suspicion-1941
,,,,,,,,,,,,,,Mrs. Miniver,https://letterboxd.com/film/mrs-miniver-1942,,False,ReadTimeoutError,mrs-miniver-1942,,mrs-miniver-1942,mrs-miniver,mrs-miniver,mrs-miniver-1942
1941.0,,7.3,"['Drama', 'Thriller', 'War']",['Richard GeorgeEric PortmanRaymond Lovell'],105,53.0,,35,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0033627/,49th Parallel,https://letterboxd.com/film/49th-parallel-1942,https://letterboxd.com/film/49th-parallel,True,,49th-parallel-1942,49th-parallel,49th-parallel-1942,49th-parallel-1941,49th-parallel,49th-parallel-1942
1942.0,,7.5,"['Coming-of-Age', 'Period Drama', 'Drama']",['Ann SheridanRobert CummingsRonald Reagan'],85,24.0,,44,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0034946/,Kings Row,https://letterboxd.com/film/kings-row-1942,https://letterboxd.com/film/kings-row,True,,kings-row-1942,kings-row,kings-row-1942,kings-row-1942,kings-row,kings-row-1942
