year,classification_rating,rating,keywords,stars,user_reviews,critic_reviews,metascore,cast_number,budget,revenue,opening_weekend,longitud,imdb_url,Film,url_tried,url_used,found,error,film_key_from_url_tried,film_key_from_url_used,film_key_from_url,film_key_from_name,name_only,film_key
1929.0,,6.1,"['Political Drama', 'Biography', 'Drama', 'History']",['George ArlissDoris LloydDavid Torrence'],34,20.0,,20,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0019823/,Disraeli,https://letterboxd.com/film/disraeli-1929,https://letterboxd.com/film/disraeli,True,,disraeli-1929,disraeli,disraeli-1929,disraeli-1929,disraeli,disraeli-1929
1953.0,,,"['German', 'Musical', 'Romance']",['Marika RökkJohannes HeestersHans Nielsen'],,,,23,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0045811/,The Divorcee,https://letterboxd.com/film/the-divorcee-1929,https://letterboxd.com/film/the-divorcee,True,,the-divorcee-1929,the-divorcee,the-divorcee-1929,the-divorcee-1953,the-divorcee,the-divorcee-1929
1929.0,,7.0,"['Romantic Comedy', 'Slapstick', 'Comedy', 'Musical', 'Romance']",['Maurice ChevalierJeanette MacDonaldLupino Lane'],39,36.0,,32,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0020112/,The Love Parade,https://letterboxd.com/film/the-love-parade-1929,https://letterboxd.com/film/the-love-parade,True,,the-love-parade-1929,the-love-parade,the-love-parade-1929,the-love-parade-1929,the-love-parade,the-love-parade-1929
1931.0,,5.8,"['Classical Western', 'Drama', 'Western']",['Richard DixIrene DunneEstelle Taylor'],96,37.0,70.0,68,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0021746/,Cimarron,https://letterboxd.com/film/cimarron-1930,https://letterboxd.com/film/cimarron,True,,cimarron-1930,cimarron,cimarron-1930,cimarron-1931,cimarron,cimarron-1930
1931.0,,5.7,"['Drama', 'Romance']",['Ann HardingClive BrookConrad Nagel'],9,7.0,,18,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0021826/,East Lynne,https://letterboxd.com/film/east-lynne-1930,https://letterboxd.com/film/east-lynne,True,,east-lynne-1930,east-lynne,east-lynne-1930,east-lynne-1931,east-lynne,east-lynne-1930
1931.0,,6.7,"['Dark Comedy', 'Satire', 'Screwball Comedy', 'Comedy', 'Crime', 'Drama', 'Mystery', 'Romance']","[""Adolphe MenjouPat O'BrienMary Brian""]",55,42.0,76.0,29,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0021890/,The Front Page,https://letterboxd.com/film/the-front-page-1930,https://letterboxd.com/film/the-front-page,True,,the-front-page-1930,the-front-page,the-front-page-1930,the-front-page-1931,the-front-page,the-front-page-1930
,,6.4,"['Adventure', 'Drama', 'Family']",[],17,,,,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0060025/,Skippy,https://letterboxd.com/film/skippy-1930,https://letterboxd.com/film/skippy,True,,skippy-1930,skippy,skippy-1930,skippy,skippy,skippy-1930
1931.0,,6.1,"['Action', 'Adventure', 'Drama', 'Romance']",['Harry CareyEdwina BoothDuncan Renaldo'],36,17.0,,10,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0022495/,Trader Horn,https://letterboxd.com/film/trader-horn-1930,https://letterboxd.com/film/trader-horn,True,,trader-horn-1930,trader-horn,trader-horn-1930,trader-horn-1931,trader-horn,trader-horn-1930
1932.0,,7.3,"['Tragic Romance', 'Drama', 'Romance']",['Greta GarboJohn BarrymoreJoan Crawford'],165,96.0,79.0,49,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0022958/,Grand Hotel,https://letterboxd.com/film/grand-hotel-1931,https://letterboxd.com/film/grand-hotel,True,,grand-hotel-1931,grand-hotel,grand-hotel-1931,grand-hotel-1932,grand-hotel,grand-hotel-1931
1931.0,,6.2,['Drama'],['Ronald ColmanHelen HayesRichard Bennett'],49,28.0,,47,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0021622/,Arrowsmith,https://letterboxd.com/film/arrowsmith-1931,https://letterboxd.com/film/arrowsmith,True,,arrowsmith-1931,arrowsmith,arrowsmith-1931,arrowsmith-1931,arrowsmith,arrowsmith-1931
1931.0,,6.4,"['Drama', 'Romance']",['James DunnSally EilersMinna Gombell'],29,19.0,,20,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0021635/,Bad Girl,https://letterboxd.com/film/bad-girl-1931,https://letterboxd.com/film/bad-girl,True,,bad-girl-1931,bad-girl,bad-girl-1931,bad-girl-1931,bad-girl,bad-girl-1931
1931.0,,6.2,"['Animation', 'Short']",[],2,1.0,,,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0161423/,The Champ,https://letterboxd.com/film/the-champ-1931,https://letterboxd.com/film/the-champ-1931,True,,the-champ-1931,the-champ-1931,the-champ-1931,the-champ-1931,the-champ,the-champ-1931
1931.0,,7.3,"['Workplace Drama', 'Crime', 'Drama']",['Edward G. RobinsonMarian MarshH.B. Warner'],65,38.0,,25,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0021873/,Five Star Final,https://letterboxd.com/film/five-star-final-1931,https://letterboxd.com/film/five-star-final,True,,five-star-final-1931,five-star-final,five-star-final-1931,five-star-final-1931,five-star-final,five-star-final-1931
1932.0,,7.0,"['Comedy', 'Musical', 'Romance']",['Maurice ChevalierJeanette MacDonaldGenevieve Tobin'],38,34.0,,33,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0023303/,One Hour with You,https://letterboxd.com/film/one-hour-with-you-1931,https://letterboxd.com/film/one-hour-with-you,True,,one-hour-with-you-1931,one-hour-with-you,one-hour-with-you-1931,one-hour-with-you-1932,one-hour-with-you,one-hour-with-you-1931
